契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,最後成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷契約量,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
TXO,202210W1,12100,Call,-,-,-,-,1310,-,-,1,0,1,5,1290,1320,1480,1400
TXO,202210W1,12100,Put,3.8,4.2,1.1,3,3,▼-0.2,▼-6.25%,923,1265,2188,1889,2.4,3,5.3,1
TXO,202210W1,12200,Call,-,-,-,-,1210,-,-,0,0,0,5,1190,1220,1380,1380
TXO,202210W1,12200,Put,4.8,5.5,1.3,3.3,3.3,▼-0.6,▼-15.38%,403,1033,1436,821,2.2,3.3,6.6,1.3
TXO,202210W1,12300,Call,-,-,-,-,1110,-,-,0,0,0,0,1090,1120,-,-
TXO,202210W1,12300,Put,6.2,7.3,2.5,4.1,4.1,▼-0.9,▼-18.00%,573,1147,1720,2353,2.2,4.2,8.9,2.2
TXO,202210W1,12400,Call,-,-,-,-,1010,-,-,0,0,0,0,1000,1030,-,-
TXO,202210W1,12400,Put,9.9,9.9,3.1,6,6,▼-0.1,▼-1.64%,2309,1654,3963,3567,5.6,7,12.5,1.8
TXO,202210W1,12500,Call,-,-,-,-,915,-,-,0,0,0,0,900,925,1020,975
TXO,202210W1,12500,Put,11,13,4.3,7.3,7.3,0,0%,2465,2135,4600,2535,7.1,7.5,17,2
TXO,202210W1,12600,Call,-,-,-,-,820,-,-,0,0,0,0,805,830,-,-
TXO,202210W1,12600,Put,13,18,5.8,10.5,10.5,▲+0.5,▲+5.00%,2878,2765,5643,3353,8.8,11,23,2.6
TXO,202210W1,12700,Call,-,-,-,-,720,-,-,1,0,1,1,705,730,670,670
TXO,202210W1,12700,Put,20.5,24.5,8.5,14,14,▲+0.5,▲+3.70%,4272,5283,9555,4351,12.5,14.5,30,3.2
TXO,202210W1,12800,Call,585,630,560,630,630,▼-120,▼-16.00%,11,27,38,19,615,635,790,560
TXO,202210W1,12800,Put,28,34.5,12.5,20,20,▲+1,▲+5.26%,8324,7808,16132,5943,19.5,20,40.5,4.7
TXO,202210W1,12900,Call,525,575,482,575,535,▼-80,▼-12.21%,53,162,215,31,520,545,650,465
TXO,202210W1,12900,Put,39.5,48,18.5,29,29,▲+3.5,▲+13.73%,9713,11411,21124,5842,28,29.5,55,6.5
TXO,202210W1,13000,Call,412,484,374,444,444,▼-116,▼-20.71%,147,157,304,85,435,505,665,374
TXO,202210W1,13000,Put,56,65,27,39,39,▲+5.5,▲+16.42%,18328,21229,39557,8509,38.5,39.5,72,9.2
TXO,202210W1,13100,Call,330,388,296,362,362,▼-113,▼-23.79%,144,98,242,86,358,435,535,296
TXO,202210W1,13100,Put,73,88,39,55,55,▲+9.5,▲+20.88%,11940,13129,25069,4763,54,55,95,11
TXO,202210W1,13150,Call,294,346,266,324,324,▼-108,▼-25.00%,281,131,412,43,311,397,476,266
TXO,202210W1,13150,Put,84,101,47,65,65,▲+13,▲+25.00%,4932,6118,11050,2169,64,67,108,28
TXO,202210W1,13200,Call,260,321,225,285,285,▼-105,▼-26.92%,523,541,1064,205,273,316,499,220
TXO,202210W1,13200,Put,98,117,56,75,75,▲+15,▲+25.00%,13965,12198,26163,4290,74,75,123,20
TXO,202210W1,13250,Call,222,274,192,253,245,▼-96,▼-27.51%,468,909,1377,200,236,271,395,184
TXO,202210W1,13250,Put,112,135,67,89,89,▲+20,▲+28.99%,5339,6765,12104,1691,83,92,140,38
TXO,202210W1,13300,Call,175,245,162,212,212,▼-99,▼-31.83%,2084,3343,5427,678,207,214,550,153
TXO,202210W1,13300,Put,130,155,80,107,107,▲+26,▲+32.10%,16314,14546,30860,3724,106,109,160,28
TXO,202210W1,13350,Call,163,211,134,178,178,▼-97,▼-35.27%,2030,5803,7833,1505,175,182,365,134
TXO,202210W1,13350,Put,140,176,94,124,124,▲+29,▲+30.53%,5239,7014,12253,1590,122,124,182,53
TXO,202210W1,13400,Call,132,178,110,148,148,▼-89,▼-37.55%,3964,11547,15511,2111,149,150,386,110
TXO,202210W1,13400,Put,173,202,112,144,144,▲+34,▲+30.91%,12701,10766,23467,2600,143,145,207,38
TXO,202210W1,13450,Call,114,148,89,121,121,▼-80,▼-39.80%,6541,9532,16073,1629,121,123,315,89
TXO,202210W1,13450,Put,198,232,131,168,168,▲+44,▲+35.48%,7023,5870,12893,1820,167,169,237,47
TXO,202210W1,13500,Call,86,121,70,101,101,▼-71,▼-41.28%,14216,19648,33864,5384,101,105,375,70
TXO,202210W1,13500,Put,226,263,155,195,195,▲+52,▲+36.36%,9213,4990,14203,2221,191,198,270,56
TXO,202210W1,13550,Call,70,97,54,80,80,▼-65,▼-44.83%,10631,11717,22348,4633,78,80,275,54
TXO,202210W1,13550,Put,257,296,183,222,222,▲+57,▲+34.55%,3160,1909,5069,991,212,228,303,53
TXO,202210W1,13600,Call,51,77,40.5,63,63,▼-56,▼-47.06%,15195,19856,35051,6093,62,64,261,40.5
TXO,202210W1,13600,Put,291,332,209,252,252,▲+62,▲+32.63%,2557,1416,3973,1112,253,260,340,75
TXO,202210W1,13650,Call,41,59,30,46,46,▼-47,▼-50.54%,11752,14365,26117,5486,46,47,212,30
TXO,202210W1,13650,Put,327,372,246,279,290,▲+66,▲+30.99%,1174,640,1814,415,280,369,372,91
TXO,202210W1,13700,Call,27,44.5,21.5,35,35,▼-39,▼-52.70%,16464,15168,31632,8656,34.5,35,230,18
TXO,202210W1,13700,Put,366,406,280,317,329,▲+74,▲+30.45%,1216,867,2083,509,318,339,406,101
TXO,202210W1,13750,Call,18,32,15,26,26,▼-32,▼-55.17%,12931,10765,23696,6495,25.5,26.5,199,14
TXO,202210W1,13750,Put,408,446,319,360,370,▲+82,▲+29.50%,418,134,552,399,306,379,446,138
TXO,202210W1,13800,Call,13,23,10.5,18.5,18.5,▼-24,▼-56.47%,12943,13129,26072,10066,18,18.5,198,9.5
TXO,202210W1,13800,Put,470,500,365,404,412,▲+92,▲+29.49%,306,196,502,180,337,420,500,111
TXO,202210W1,13850,Call,8.7,16,7,13,13,▼-18.5,▼-58.73%,8610,8994,17604,7939,13,14,162,6
TXO,202210W1,13850,Put,520,550,406,406,457,▲+53,▲+15.01%,88,25,113,54,381,467,550,187
TXO,202210W1,13900,Call,6.5,11.5,4,8.8,8.8,▼-12.7,▼-59.07%,7703,5608,13311,8207,9,9.5,142,4
TXO,202210W1,13900,Put,550,595,451,499,500,▲+108,▲+27.62%,68,35,103,179,490,515,595,183
TXO,202210W1,13950,Call,4.1,8,2.7,6.5,6.5,▼-7.5,▼-53.57%,4431,2324,6755,6791,6.1,7,116,2.7
TXO,202210W1,13950,Put,565,600,505,600,550,▲+165,▲+37.93%,35,7,42,82,535,560,625,272
TXO,202210W1,14000,Call,3.3,6,3,4.7,4.7,▼-5.8,▼-55.24%,5951,6132,12083,8882,4.3,5.1,95,2.6
TXO,202210W1,14000,Put,660,665,585,595,600,▲+110,▲+22.68%,27,40,67,76,585,610,690,231
TXO,202210W1,14050,Call,3,4.3,2.4,3.9,3.9,▼-3.3,▼-45.83%,1808,1802,3610,3321,2.8,4.1,76,2.4
TXO,202210W1,14050,Put,650,660,650,660,650,▲+135,▲+25.71%,1,4,5,21,585,655,660,426
TXO,202210W1,14100,Call,2.1,3.2,1.9,2.8,2.8,▼-2.1,▼-42.86%,2427,2686,5113,4549,2.3,2.8,59,1.8
TXO,202210W1,14100,Put,760,760,715,720,695,▲+145,▲+25.22%,22,22,44,26,680,705,800,358
