代號,總成本,總損益(淨),獲利次數,損失次數,總交易次數,勝率%,平均報酬,平均持倉時間(日)
1101,1571,1329,4,3,7,57.14,0.00735714285714286,57.285714285714285
1102,1758,21142,7,1,8,87.5,0.0782,70.0
1103,700,5710,6,2,8,75.0,0.046,78.25
1104,325,-3625,1,2,3,33.33,-0.05246666666666668,150.33333333333334
1108,267,-1587,1,3,4,25.0,-0.04065,208.5
1109,456,3964,4,1,5,80.0,0.047319999999999994,58.2
1110,265,1085,2,1,3,66.67,0.027666666666666662,82.33333333333333
1201,1001,-8501,3,4,7,42.86,-0.029242857142857147,88.71428571428571
1203,481,6619,3,0,3,100.0,0.09013333333333334,233.0
1210,434,266,2,1,3,66.67,0.022266666666666667,60.333333333333336
1213,582,-2132,2,3,5,40.0,-0.013420000000000001,34.4
1215,1667,-8817,4,3,7,57.14,-0.015757142857142855,76.14285714285714
1216,2632,30268,6,1,7,85.71,0.07457142857142855,140.57142857142858
1217,378,372,4,2,6,66.67,0.01611666666666667,82.5
1218,706,12544,6,0,6,100.0,0.10578333333333334,149.83333333333334
1219,219,4081,2,0,2,100.0,0.11525,86.5
1220,457,1733,4,2,6,66.67,0.024666666666666667,185.83333333333334
1225,639,8861,4,0,4,100.0,0.1032,113.0
1227,2512,-21362,2,4,6,33.33,-0.04723333333333333,267.1666666666667
1229,478,3122,2,1,3,66.67,0.0222,238.66666666666666
1231,906,-56,2,2,4,50.0,0.006425000000000004,89.5
1232,1807,-607,2,2,4,50.0,-0.006099999999999998,156.5
1233,1145,-5845,2,3,5,40.0,-0.029920000000000002,401.4
1234,531,-10431,0,3,3,0.0,-0.10656666666666666,242.33333333333334
1235,362,-1462,1,1,2,50.0,-0.048600000000000004,7.0
1236,363,-3363,1,3,4,25.0,-0.042975,257.75
1256,10890,-4890,6,3,9,66.67,0.03846666666666666,34.666666666666664
1301,1258,6442,2,1,3,66.67,0.033499999999999995,23.333333333333332
1303,2391,17659,5,1,6,83.33,0.0516,97.83333333333333
1304,473,-1123,3,2,5,60.0,-0.003720000000000001,73.4
1305,549,-1599,2,2,4,50.0,-0.025975,42.75
1307,488,2912,2,1,3,66.67,0.02463333333333333,107.33333333333333
1308,849,-8899,2,5,7,28.57,-0.05675714285714285,67.0
1309,578,4932,5,1,6,83.33,0.060700000000000004,63.0
1310,454,5616,5,0,5,100.0,0.08558,33.0
1312,750,-7200,3,5,8,37.5,-0.0447125,29.75
1313,737,-1077,5,4,9,55.56,0.0031999999999999976,79.88888888888889
1314,1064,-5374,7,7,14,50.0,-0.01719285714285714,59.57142857142857
1315,172,2228,1,0,1,100.0,0.0807,64.0
1316,154,-4,1,1,2,50.0,0.03585000000000001,137.5
1319,1910,1940,5,3,8,62.5,0.01405,51.75
1321,1506,20994,7,1,8,87.5,0.0865875,113.125
1323,1392,8758,6,2,8,75.0,0.04375,52.125
1324,359,-229,3,2,5,60.0,0.00438,78.2
1325,2522,-3172,5,3,8,62.5,0.018612499999999997,97.5
1326,1871,14729,3,1,4,75.0,0.045425,120.5
1337,1195,-3065,2,9,11,18.18,-0.08628181818181818,65.45454545454545
1338,2633,-48033,1,4,5,20.0,-0.09174,60.2
1339,1129,-22129,0,4,4,0.0,-0.1037,58.75
1340,4492,-43242,6,9,15,40.0,-0.02521333333333333,53.6
1341,0,0,0,0,0,0.0,,
1342,318,4682,1,0,1,100.0,0.0923,35.0
1402,594,-9794,1,3,4,25.0,-0.085575,132.0
1409,220,630,2,1,3,66.67,0.034466666666666666,27.333333333333332
1410,415,1035,2,1,3,66.67,0.013933333333333334,200.0
1413,500,-450,4,4,8,50.0,-0.012950000000000001,66.75
1414,386,1004,3,3,6,50.0,0.0182,59.333333333333336
1416,720,-7320,3,5,8,37.5,-0.0328,61.75
1417,375,-1965,3,3,6,50.0,-0.007116666666666667,162.5
1418,182,2858,3,0,3,100.0,0.164,67.33333333333333
1419,463,4987,1,1,2,50.0,0.0663,89.5
1423,197,1053,2,1,3,66.67,0.04193333333333334,105.33333333333333
1432,387,-3427,1,4,5,20.0,-0.04814,32.6
1434,530,2020,2,1,3,66.67,0.024766666666666663,113.0
1435,230,200,2,2,4,50.0,-0.0022999999999999965,32.0
1436,471,-6521,1,1,2,50.0,-0.0594,318.0
1437,751,1349,4,3,7,57.14,0.009128571428571422,60.42857142857143
1438,262,-3352,0,4,4,0.0,-0.09154999999999999,25.5
1439,1102,4098,5,3,8,62.5,0.021724999999999998,56.0
1440,492,-2542,3,3,6,50.0,-0.026,104.16666666666667
1441,402,2638,4,2,6,66.67,0.07493333333333334,91.83333333333333
1442,678,-9328,1,5,6,16.67,-0.07048333333333333,56.0
1443,123,1717,2,0,2,100.0,0.12514999999999998,55.5
1444,555,1215,4,4,8,50.0,0.0151875,90.375
1445,329,461,3,2,5,60.0,0.00896,135.6
1446,536,4664,3,1,4,75.0,0.078075,54.5
1447,771,-4001,5,7,12,41.67,-0.030449999999999994,58.666666666666664
1449,247,-1387,2,2,4,50.0,-0.016975,25.25
1451,923,-4673,3,4,7,42.86,-0.02145714285714286,47.142857142857146
1452,312,-5442,1,2,3,33.33,-0.0635,53.333333333333336
1453,132,-552,1,1,2,50.0,-0.02455000000000001,108.5
1454,193,177,2,1,3,66.67,0.014433333333333334,186.66666666666666
1455,534,-264,4,4,8,50.0,-0.0008125000000000025,72.375
1456,95,-95,0,1,1,0.0,-0.0058,2.0
1457,419,4831,5,0,5,100.0,0.07734,71.8
1459,72,1098,1,0,1,100.0,0.1158,15.0
1460,784,-434,6,5,11,54.55,-0.01245454545454545,59.63636363636363
1463,433,-3683,2,2,4,50.0,-0.03685000000000001,74.0
1464,965,-215,4,3,7,57.14,0.02148571428571428,79.71428571428571
1465,343,2107,3,1,4,75.0,0.0421,114.0
1466,600,-4600,2,5,7,28.57,-0.03781428571428571,47.57142857142857
1467,679,1221,5,4,9,55.56,0.011599999999999997,43.888888888888886
1468,226,2694,3,0,3,100.0,0.08386666666666666,44.0
1470,0,0,0,0,0,0.0,,
1471,638,-4468,3,8,11,27.27,-0.05791818181818182,20.272727272727273
1472,1109,-4879,4,5,9,44.44,-0.0058888888888888845,16.88888888888889
1473,977,-4077,3,4,7,42.86,-0.02955714285714286,135.85714285714286
1474,197,93,2,1,3,66.67,0.015833333333333335,55.0
1475,158,1542,2,0,2,100.0,0.0751,9.0
1476,5133,-31133,1,1,2,50.0,-0.07010000000000001,14.5
1477,6416,60084,5,1,6,83.33,0.07135000000000001,22.666666666666668
1503,450,6500,2,0,2,100.0,0.09085,286.0
1504,801,1599,3,2,5,60.0,0.002579999999999999,72.2
1506,1206,-10456,5,7,12,41.67,-0.03953333333333334,28.916666666666668
1512,426,3154,5,2,7,71.43,0.07375714285714285,24.571428571428573
1513,898,16602,5,0,5,100.0,0.10691999999999999,141.8
1514,210,800,2,1,3,66.67,0.01526666666666666,42.333333333333336
1515,2838,-43888,2,8,10,20.0,-0.07390000000000001,32.4
1516,193,-3743,0,2,2,0.0,-0.10500000000000001,44.0
1517,363,-3633,1,4,5,20.0,-0.06222,159.6
1519,567,6783,3,0,3,100.0,0.0717,77.0
1521,2458,292,4,4,8,50.0,0.004862500000000002,52.5
1522,1049,-4749,4,4,8,50.0,-0.019775,84.25
1524,386,2684,5,1,6,83.33,0.04805,51.333333333333336
1525,3387,8713,4,4,8,50.0,-0.003837499999999999,56.0
1526,548,-4698,1,3,4,25.0,-0.056624999999999995,16.5
1527,2836,7164,5,3,8,62.5,0.016199999999999996,50.625
1528,277,-2717,1,3,4,25.0,-0.05492499999999999,18.75
1529,46,274,1,0,1,100.0,0.1522,2.0
1530,553,2997,2,1,3,66.67,0.0368,69.66666666666667
1531,782,1968,4,3,7,57.14,0.020342857142857145,102.14285714285714
1532,1852,7848,7,3,10,70.0,0.03266,62.5
1533,1441,-16191,2,4,6,33.33,-0.03655,38.166666666666664
1535,1126,12624,3,1,4,75.0,0.0757,76.25
1536,1648,-8248,1,2,3,33.33,-0.018966666666666663,22.666666666666668
1537,939,13661,2,0,2,100.0,0.09145,52.5
1538,313,-353,2,3,5,40.0,-0.009139999999999992,32.6
1539,912,-2912,3,4,7,42.86,-0.020328571428571425,51.714285714285715
1540,601,649,3,3,6,50.0,0.014400000000000003,126.66666666666667
1541,906,3074,3,2,5,60.0,0.0005400000000000016,22.8
1558,1559,-3059,1,1,2,50.0,-0.01185,342.0
1560,2090,7010,4,2,6,66.67,0.026149999999999996,31.166666666666668
1568,1057,2043,5,3,8,62.5,0.017200000000000003,19.125
1582,2270,6530,4,2,6,66.67,0.02008333333333334,48.333333333333336
1583,886,-2686,1,2,3,33.33,-0.02283333333333333,65.66666666666667
1587,908,-2878,3,4,7,42.86,-0.022071428571428565,20.428571428571427
1589,3325,1775,6,1,7,85.71,0.059171428571428576,52.42857142857143
1590,6216,20284,2,2,4,50.0,0.025949999999999997,9.0
1597,2657,-21057,3,5,8,37.5,-0.0539625,42.125
1598,1677,1173,3,2,5,60.0,0.013680000000000003,18.8
1603,72,-1272,0,1,1,0.0,-0.1064,294.0
1604,645,6555,4,1,5,80.0,0.05634,83.8
1605,303,3027,3,1,4,75.0,0.062175,31.25
1608,517,-357,3,4,7,42.86,-0.01612857142857143,79.0
1609,243,-703,2,2,4,50.0,-0.006100000000000005,127.75
1611,331,519,3,2,5,60.0,0.012360000000000001,27.8
1612,144,2116,2,0,2,100.0,0.11055,112.5
1614,503,4247,3,0,3,100.0,0.056799999999999996,167.0
1615,264,-414,2,1,3,66.67,0.0055333333333333345,44.333333333333336
1616,279,-329,2,3,5,40.0,-0.013739999999999997,38.4
1617,288,2232,3,1,4,75.0,0.0627,75.5
1618,350,280,3,2,5,60.0,0.026739999999999996,55.2
1626,2213,-4163,5,5,10,50.0,0.0012500000000000011,31.8
1701,281,3869,2,0,2,100.0,0.0864,78.5
1702,2072,-21272,2,5,7,28.57,-0.03742857142857143,111.14285714285714
1707,5943,-15443,2,4,6,33.33,-0.009250000000000001,89.33333333333333
1708,663,-8713,1,3,4,25.0,-0.07617499999999999,182.75
1709,437,663,3,2,5,60.0,0.01018,121.4
1710,1176,-6226,4,5,9,44.44,-0.022366666666666667,42.77777777777778
1711,853,-1853,3,4,7,42.86,-0.00937142857142857,57.42857142857143
1712,543,5807,5,1,6,83.33,0.06849999999999999,107.33333333333333
1713,211,5139,2,0,2,100.0,0.16125,112.5
1714,479,4201,6,1,7,85.71,0.07407142857142857,64.28571428571429
1717,527,1673,2,1,3,66.67,0.020200000000000006,90.33333333333333
1718,517,-5487,2,6,8,25.0,-0.07334999999999998,54.625
1720,1217,8633,4,2,6,66.67,0.04605,132.5
1721,296,-336,2,2,4,50.0,-0.011224999999999999,63.25
1722,619,-3319,1,1,2,50.0,-0.025500000000000002,50.5
1723,5614,-14414,4,4,8,50.0,-0.0033375,66.875
1725,271,3829,2,1,3,66.67,0.08813333333333334,210.66666666666666
1726,1315,1185,2,1,3,66.67,0.010299999999999995,73.0
1727,229,-6229,0,3,3,0.0,-0.14653333333333332,177.33333333333334
1730,1117,-11417,1,2,3,33.33,-0.036366666666666665,108.0
1731,189,2811,2,0,2,100.0,0.0969,46.5
1732,390,3360,4,1,5,80.0,0.05738,97.6
1733,1613,-23763,2,6,8,25.0,-0.0733625,103.375
1734,564,3086,2,1,3,66.67,0.0231,185.0
1735,435,865,3,2,5,60.0,0.026139999999999997,33.6
1736,966,-1766,2,1,3,66.67,0.015133333333333337,64.33333333333333
1737,377,6073,2,0,2,100.0,0.10205,116.0
1760,7078,8732,4,3,7,57.14,0.028285714285714282,18.714285714285715
1762,1633,4917,4,3,7,57.14,0.006228571428571426,72.42857142857143
1773,967,533,1,1,2,50.0,0.005049999999999999,18.5
1776,227,-2227,1,1,2,50.0,-0.0533,241.0
1783,874,-1874,3,2,5,60.0,0.020640000000000002,35.6
1786,3533,-5683,6,4,10,60.0,-0.003849999999999998,25.7
1789,1250,-5850,3,3,6,50.0,-0.004316666666666666,72.83333333333333
1795,2023,15877,4,1,5,80.0,0.07189999999999999,37.4
1802,663,-7363,1,5,6,16.67,-0.060816666666666665,94.33333333333333
1805,603,-1413,4,4,8,50.0,-0.017974999999999998,26.875
1806,188,422,2,1,3,66.67,0.025133333333333337,84.0
1808,1970,-4070,4,4,8,50.0,-0.00935,83.625
1809,597,3243,5,3,8,62.5,0.035574999999999996,56.0
1810,348,4312,5,0,5,100.0,0.09536,59.8
1817,1009,-2459,2,3,5,40.0,-0.013459999999999996,195.6
1903,1570,-14170,3,4,7,42.86,-0.04567142857142858,78.42857142857143
1904,559,4041,4,1,5,80.0,0.04086,74.4
1905,483,1527,5,2,7,71.43,0.022057142857142865,168.71428571428572
1906,766,264,4,3,7,57.14,0.0050999999999999995,43.285714285714285
1907,217,633,2,1,3,66.67,0.03373333333333333,111.66666666666667
1909,895,2055,3,4,7,42.86,0.001085714285714289,40.57142857142857
2002,606,-2406,2,2,4,50.0,-0.003649999999999997,253.0
2006,677,223,3,2,5,60.0,0.007299999999999996,74.6
2007,382,2028,4,2,6,66.67,0.030916666666666665,58.333333333333336
2008,215,335,2,1,3,66.67,0.010933333333333331,82.0
2009,498,1992,4,2,6,66.67,0.05723333333333334,78.66666666666667
2010,428,1632,3,2,5,60.0,0.016179999999999996,173.8
2012,546,-596,2,3,5,40.0,-0.0005399999999999978,54.8
2013,435,1065,2,1,3,66.67,0.04943333333333333,138.0
2014,408,-1478,2,4,6,33.33,-0.030850000000000002,90.66666666666667
2015,1224,18826,4,0,4,100.0,0.097125,98.5
2017,486,1494,4,3,7,57.14,0.004614285714285711,118.57142857142857
2020,333,3567,3,1,4,75.0,0.07200000000000001,187.5
2022,306,-1546,2,3,5,40.0,-0.0187,34.4
2023,403,1077,4,2,6,66.67,0.025183333333333335,102.5
2024,190,900,2,1,3,66.67,0.0373,64.33333333333333
2025,246,-566,3,2,5,60.0,-0.008479999999999998,8.6
2027,644,2556,3,2,5,60.0,0.03839999999999999,63.2
2028,688,2642,3,4,7,42.86,-0.007314285714285719,50.0
2029,323,4777,2,0,2,100.0,0.08935,53.0
2030,148,62,1,1,2,50.0,0.014499999999999999,58.0
2031,1187,10313,7,1,8,87.5,0.0594,34.125
2032,288,3212,2,1,3,66.67,0.0462,112.33333333333333
2033,393,8607,5,0,5,100.0,0.16246,95.4
2034,1147,10153,6,2,8,75.0,0.059187500000000004,76.125
2038,513,-1013,2,3,5,40.0,-0.024059999999999998,67.2
2049,17787,-133287,4,10,14,28.57,-0.02984999999999999,19.0
2059,9963,55037,3,2,5,60.0,0.03526,38.0
2062,1431,-24631,1,5,6,16.67,-0.08815,77.16666666666667
2069,344,-2344,1,2,3,33.33,-0.05753333333333333,169.66666666666666
2101,2163,7537,7,4,11,63.64,0.021336363636363636,87.54545454545455
2102,912,3108,5,4,9,55.56,0.03817777777777778,52.77777777777778
2103,1429,9321,5,2,7,71.43,0.020214285714285716,84.71428571428571
2104,1461,8589,6,3,9,66.67,0.03674444444444444,65.33333333333333
2105,1290,-18440,1,3,4,25.0,-0.06442499999999998,71.25
2106,1349,-12899,2,4,6,33.33,-0.025716666666666665,150.66666666666666
2107,348,-2748,1,2,3,33.33,-0.014333333333333328,209.33333333333334
2108,1821,-17021,5,4,9,55.56,-0.008877777777777781,43.333333333333336
2109,702,2528,5,3,8,62.5,0.0394125,41.375
2114,1971,-5471,2,2,4,50.0,-0.004874999999999994,162.5
2115,1279,-7179,2,3,5,40.0,-0.03418,67.0
2201,1392,-11692,2,6,8,25.0,-0.050912500000000006,98.125
2204,1269,7731,3,5,8,37.5,0.0529125,46.125
2206,953,-3803,2,4,6,33.33,-0.01463333333333333,58.833333333333336
2207,10198,84302,4,1,5,80.0,0.042460000000000005,56.4
2208,677,-3677,3,4,7,42.86,-0.026485714285714283,60.42857142857143
2227,6067,58433,3,1,4,75.0,0.059800000000000006,85.25
2228,5494,-28494,4,5,9,44.44,-0.004977777777777777,34.77777777777778
2231,14173,-60173,4,7,11,36.36,-0.02575454545454545,26.09090909090909
2233,1893,-24793,1,3,4,25.0,-0.073375,74.75
2236,656,3744,1,1,2,50.0,0.032549999999999996,56.5
2239,1894,-46794,0,3,3,0.0,-0.124,68.33333333333333
2241,534,-534,1,1,2,50.0,-0.0252,37.5
2243,229,-779,1,1,2,50.0,0.027649999999999994,8.0
2247,1238,-16238,0,1,1,0.0,-0.0728,401.0
2301,1925,-3375,3,4,7,42.86,-0.007028571428571427,55.42857142857143
2302,284,-654,2,3,5,40.0,-0.006720000000000004,48.2
2303,230,-2280,1,2,3,33.33,-0.04846666666666666,39.333333333333336
2305,444,4006,5,2,7,71.43,0.07234285714285714,18.428571428571427
2308,6395,5105,5,3,8,62.5,0.010975000000000006,51.5
2312,363,447,3,2,5,60.0,0.019640000000000005,53.4
2313,842,-992,4,2,6,66.67,0.015183333333333333,17.5
2314,892,-2332,4,4,8,50.0,-0.016612500000000002,19.75
2316,1292,15758,8,2,10,80.0,0.06816,58.3
2317,2290,21910,4,1,5,80.0,0.060939999999999994,83.0
2321,304,1056,4,2,6,66.67,0.04410000000000001,11.333333333333334
2323,583,3077,8,2,10,80.0,0.054749999999999986,52.7
2324,708,9992,6,0,6,100.0,0.08906666666666667,38.0
2327,9010,22990,3,1,4,75.0,0.034225,21.75
2328,1284,-1584,5,5,10,50.0,-0.013479999999999997,58.0
2329,802,-6012,4,6,10,40.0,-0.021439999999999997,47.1
2330,3787,43713,3,0,3,100.0,0.076,34.666666666666664
2331,820,-3820,3,5,8,37.5,-0.022312500000000002,22.5
2332,860,4390,6,3,9,66.67,0.04045555555555556,29.444444444444443
2337,317,-5567,1,3,4,25.0,-0.072125,52.25
2338,461,2169,3,2,5,60.0,0.038880000000000005,68.6
2340,431,-4661,3,2,5,60.0,-0.018,30.2
2342,725,1685,5,3,8,62.5,0.0408125,24.5
2344,280,90,1,2,3,33.33,-0.0206,24.666666666666668
2345,3783,-12533,2,3,5,40.0,-0.0304,42.6
2347,1651,-7901,3,3,6,50.0,-0.004433333333333333,105.5
2348,823,13927,3,0,3,100.0,0.09933333333333333,31.666666666666668
2349,500,300,6,3,9,66.67,0.034322222222222226,44.888888888888886
2351,1279,20471,4,0,4,100.0,0.102975,32.5
2352,235,-3735,1,2,3,33.33,-0.05056666666666667,32.666666666666664
2353,1058,-8708,4,7,11,36.36,-0.02946363636363636,48.18181818181818
2354,3032,-23332,3,5,8,37.5,-0.033049999999999996,28.0
2355,2055,1545,5,3,8,62.5,0.012799999999999999,45.5
2356,837,2963,4,3,7,57.14,0.0371,111.28571428571429
2357,5979,49521,3,1,4,75.0,0.048125,111.5
2358,1062,-5552,4,9,13,30.77,-0.04271538461538461,34.30769230769231
2359,524,4576,4,1,5,80.0,0.052259999999999994,53.4
2360,2740,20160,3,2,5,60.0,0.0206,32.8
2362,1875,-4925,5,4,9,55.56,-0.01592222222222222,73.11111111111111
2363,464,4006,6,1,7,85.71,0.07988571428571427,44.142857142857146
2364,396,2414,7,1,8,87.5,0.101525,12.125
2365,345,765,4,1,5,80.0,0.027080000000000003,79.2
2367,531,-3001,2,3,5,40.0,-0.023899999999999998,44.6
2368,1004,8546,8,2,10,80.0,0.04628,11.9
2369,860,630,6,4,10,60.0,-0.003510000000000002,42.2
2371,289,3491,2,1,3,66.67,0.05023333333333333,82.0
2373,1302,-16202,0,3,3,0.0,-0.07426666666666666,197.66666666666666
2374,429,-1429,2,2,4,50.0,-0.003249999999999996,87.25
2375,876,-14826,2,2,4,50.0,-0.008024999999999997,15.0
2376,1048,-9698,2,3,5,40.0,-0.032799999999999996,30.8
2377,3746,23004,6,3,9,66.67,0.03283333333333333,40.111111111111114
2379,8638,-116638,2,3,5,40.0,-0.023340000000000003,55.0
2380,325,4045,4,1,5,80.0,0.09134,27.8
2382,2531,-6931,3,4,7,42.86,-0.007057142857142861,56.42857142857143
