2022-06-11,1449,2028,2102,2115,2347,2429,2841,3257,3557,4927,6172,6698,8463,9940,1593,4416,5514,5703,6198,6560,6588,6679,8444,4440
2022-06-11,1449,2028,2102,2115,2347,2429,2841,3257,3557,4927,6172,6698,8463,9940,1593,4416,5514,5703,6198,6560,6588,6679,8444,4440
2022-06-11,1449,2028,2102,2115,2347,2429,2841,3257,3557,4927,6172,6698,8463,9940,1593,4416,5514,5703,6198,6560,6588,6679,8444,4440
2022-06-11,1449,2028,2102,2115,2347,2429,2841,3257,3557,4927,6172,6698,8463,9940,1593,4416,5514,5703,6198,6560,6588,6679,8444,4440
2022-06-11,1449,2028,2102,2115,2347,2429,2841,3257,3557,4927,6172,6698,8463,9940,1593,4416,5514,5703,6198,6560,6588,6679,8444,4440
2022-06-11,1449,2028,2102,2115,2347,2429,2841,3257,3557,4927,6172,6698,8463,9940,1593,4416,5514,5703,6198,6560,6588,6679,8444,4440
2022-06-11,1449,2028,2102,2115,2347,2429,2841,3257,3557,4927,6172,6698,8463,9940,1593,4416,5514,5703,6198,6560,6588,6679,8444,4440
2022-06-11,1449,2028,2102,2115,2347,2429,2841,3257,3557,4927,6172,6698,8463,9940,1593,4416,5514,5703,6198,6560,6588,6679,8444,4440
2022-06-11,1449,2028,2102,2115,2347,2429,2841,3257,3557,4927,6172,6698,8463,9940,1593,4416,5514,5703,6198,6560,6588,6679,8444,4440
2022-06-11,1449,2028,2102,2115,2347,2429,2841,3257,3557,4927,6172,6698,8463,9940,1593,4416,5514,5703,6198,6560,6588,6679,8444,4440
